"Organism","OrganismId","AntimicrobialId","Antimicrobial","CountryId","CountryName","ISO3","code","year","Source","IsolatesTested","value","CILow","CIHigh"
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",89,"Russia","RUS","RU",2015,"Central Asian and Eastern European Surveillance of Antimicrobial Resistance (CAESAR)",64,22,13,33
"Staphylococcus aureus",5,9,"Rifampicin",89,"Russia","RUS","RU",2015,"Central Asian and Eastern European Surveillance of Antimicrobial Resistance (CAESAR)",65,8,3,17
"Acinetobacter baumannii",8,4,"Aminoglycosides",89,"Russia","RUS","RU",2015,"Central Asian and Eastern European Surveillance of Antimicrobial Resistance (CAESAR)",61,85,74,92
"Acinetobacter baumannii",8,5,"Carbapenems",89,"Russia","RUS","RU",2014,"Central Asian and Eastern European Surveillance of Antimicrobial Resistance (CAESAR)",53,53,40,66
"Acinetobacter baumannii",8,5,"Carbapenems",89,"Russia","RUS","RU",2015,"Central Asian and Eastern European Surveillance of Antimicrobial Resistance (CAESAR)",61,56,44,68
"Acinetobacter baumannii",8,7,"Fluoroquinolones",89,"Russia","RUS","RU",2014,"Central Asian and Eastern European Surveillance of Antimicrobial Resistance (CAESAR)",53,92,82,97
"Acinetobacter baumannii",8,7,"Fluoroquinolones",89,"Russia","RUS","RU",2015,"Central Asian and Eastern European Surveillance of Antimicrobial Resistance (CAESAR)",61,95,87,99
"Acinetobacter baumannii",8,14,"Piperacillin-tazobactam",89,"Russia","RUS","RU",2014,"Central Asian and Eastern European Surveillance of Antimicrobial Resistance (CAESAR)",53,96,88,99
"Escherichia coli",3,2,"Aminopenicillins",92,"Korea, Rep.","KOR","KR",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",1104,68,65,71
"Escherichia coli",3,5,"Carbapenems",92,"Korea, Rep.","KOR","KR",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",1104,0,0,0
"Escherichia coli",3,6,"Cephalosporins",92,"Korea, Rep.","KOR","KR",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",1104,44,41,47
"Escherichia coli",3,7,"Fluoroquinolones",92,"Korea, Rep.","KOR","KR",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",1104,40,37,43
"Escherichia coli",3,19,"Polymyxins",92,"Korea, Rep.","KOR","KR",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",1104,0,0,0
"Klebsiella pneumoniae",4,5,"Carbapenems",92,"Korea, Rep.","KOR","KR",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",422,2,1,4
"Klebsiella pneumoniae",4,6,"Cephalosporins",92,"Korea, Rep.","KOR","KR",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",422,30,26,35
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",92,"Korea, Rep.","KOR","KR",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",422,25,21,29
"Klebsiella pneumoniae",4,19,"Polymyxins",92,"Korea, Rep.","KOR","KR",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",422,0,0,1
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",92,"Korea, Rep.","KOR","KR",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",390,53,48,58
"Acinetobacter baumannii",8,12,"Amikacin",92,"Korea, Rep.","KOR","KR",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",169,57,49,64
"Acinetobacter baumannii",8,4,"Aminoglycosides",92,"Korea, Rep.","KOR","KR",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",169,60,53,67
"Acinetobacter baumannii",8,5,"Carbapenems",92,"Korea, Rep.","KOR","KR",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",169,69,62,76
"Acinetobacter baumannii",8,18,"Glycylcyclines",92,"Korea, Rep.","KOR","KR",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",169,14,9,20
"Acinetobacter baumannii",8,19,"Polymyxins",92,"Korea, Rep.","KOR","KR",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",169,0,0,2
"Escherichia coli",3,2,"Aminopenicillins",94,"Tunisia ","TUN","TN",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",205,81,75,86
"Escherichia coli",3,5,"Carbapenems",94,"Tunisia ","TUN","TN",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",222,0,0,1
"Escherichia coli",3,6,"Cephalosporins",94,"Tunisia ","TUN","TN",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",206,31,25,38
"Escherichia coli",3,7,"Fluoroquinolones",94,"Tunisia ","TUN","TN",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",211,31,25,37
"Klebsiella pneumoniae",4,5,"Carbapenems",94,"Tunisia ","TUN","TN",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",324,19,15,24
"Klebsiella pneumoniae",4,6,"Cephalosporins",94,"Tunisia ","TUN","TN",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",320,76,71,80
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",94,"Tunisia ","TUN","TN",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",299,38,33,44
"Klebsiella pneumoniae",4,19,"Polymyxins",94,"Tunisia ","TUN","TN",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",135,4,2,8
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",94,"Tunisia ","TUN","TN",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",306,25,20,30
"Streptococcus pneumoniae",6,11,"Penicillins",94,"Tunisia ","TUN","TN",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",35,51,35,67
"Acinetobacter baumannii",8,12,"Amikacin",94,"Tunisia ","TUN","TN",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",121,60,51,68
"Acinetobacter baumannii",8,4,"Aminoglycosides",94,"Tunisia ","TUN","TN",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",61,56,44,68
"Acinetobacter baumannii",8,5,"Carbapenems",94,"Tunisia ","TUN","TN",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",140,71,63,78
"Acinetobacter baumannii",8,19,"Polymyxins",94,"Tunisia ","TUN","TN",2016,"Global Antimicrobial Resistance Surveillance System (GLASS)",76,0,0,4
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",97,"Venezuela ","VEN","VE",2001,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",54,17,9,29
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",97,"Venezuela ","VEN","VE",2004,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",32,0,-1,9
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",97,"Venezuela ","VEN","VE",2005,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",36,11,4,24
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",97,"Venezuela ","VEN","VE",2008,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",39,0,0,8
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",97,"Venezuela ","VEN","VE",2010,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",83,5,2,12
"Enterococcus faecalis",1,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2001,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",95,8,4,15
"Enterococcus faecalis",1,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2002,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",111,1,0,5
"Enterococcus faecalis",1,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2003,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",127,18,12,25
"Enterococcus faecalis",1,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2004,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",116,8,4,14
"Enterococcus faecalis",1,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2005,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",193,7,4,11
"Enterococcus faecalis",1,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2006,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",175,6,3,10
"Enterococcus faecalis",1,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2007,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",174,12,8,17
"Enterococcus faecalis",1,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2008,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",207,3,1,6
"Enterococcus faecalis",1,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2009,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",207,8,5,12
"Enterococcus faecalis",1,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2010,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",253,9,6,13
"Enterococcus faecalis",1,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2011,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",193,5,3,9
"Enterococcus faecalis",1,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2012,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",141,0,0,2
"Enterococcus faecalis",1,3,"Vancomycin",97,"Venezuela ","VEN","VE",2000,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",34,29,16,45
"Enterococcus faecalis",1,3,"Vancomycin",97,"Venezuela ","VEN","VE",2001,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",92,23,15,32
"Enterococcus faecalis",1,3,"Vancomycin",97,"Venezuela ","VEN","VE",2002,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",109,4,1,9
"Enterococcus faecalis",1,3,"Vancomycin",97,"Venezuela ","VEN","VE",2003,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",133,8,4,14
"Enterococcus faecalis",1,3,"Vancomycin",97,"Venezuela ","VEN","VE",2004,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",187,5,3,9
"Enterococcus faecalis",1,3,"Vancomycin",97,"Venezuela ","VEN","VE",2005,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",223,1,0,3
"Enterococcus faecalis",1,3,"Vancomycin",97,"Venezuela ","VEN","VE",2006,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",196,5,3,9
"Enterococcus faecalis",1,3,"Vancomycin",97,"Venezuela ","VEN","VE",2007,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",178,5,2,9
"Enterococcus faecalis",1,3,"Vancomycin",97,"Venezuela ","VEN","VE",2008,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",195,6,3,10
"Enterococcus faecalis",1,3,"Vancomycin",97,"Venezuela ","VEN","VE",2009,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",206,5,3,9
"Enterococcus faecalis",1,3,"Vancomycin",97,"Venezuela ","VEN","VE",2010,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",249,5,3,8
"Enterococcus faecalis",1,3,"Vancomycin",97,"Venezuela ","VEN","VE",2011,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",192,7,4,11
"Enterococcus faecalis",1,3,"Vancomycin",97,"Venezuela ","VEN","VE",2012,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",140,3,1,7
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",97,"Venezuela ","VEN","VE",2010,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",30,20,9,37
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",97,"Venezuela ","VEN","VE",2011,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",45,42,29,56
"Enterococcus faecium",2,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2006,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",78,55,44,66
"Enterococcus faecium",2,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2007,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",114,71,62,79
"Enterococcus faecium",2,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2008,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",258,57,51,63
"Enterococcus faecium",2,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2009,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",130,76,68,83
"Enterococcus faecium",2,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2010,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",111,80,72,87
"Enterococcus faecium",2,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2011,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",136,82,75,88
"Enterococcus faecium",2,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2012,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",122,79,71,85
"Enterococcus faecium",2,3,"Vancomycin",97,"Venezuela ","VEN","VE",2006,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",87,16,9,25
"Enterococcus faecium",2,3,"Vancomycin",97,"Venezuela ","VEN","VE",2007,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",114,20,13,28
"Enterococcus faecium",2,3,"Vancomycin",97,"Venezuela ","VEN","VE",2008,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",246,43,37,49
"Enterococcus faecium",2,3,"Vancomycin",97,"Venezuela ","VEN","VE",2009,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",120,43,34,52
"Enterococcus faecium",2,3,"Vancomycin",97,"Venezuela ","VEN","VE",2010,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",120,46,37,55
"Enterococcus faecium",2,3,"Vancomycin",97,"Venezuela ","VEN","VE",2011,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",151,51,43,59
"Enterococcus faecium",2,3,"Vancomycin",97,"Venezuela ","VEN","VE",2012,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",123,51,42,60
"Escherichia coli",3,4,"Aminoglycosides",97,"Venezuela ","VEN","VE",2000,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",164,16,11,22
"Escherichia coli",3,4,"Aminoglycosides",97,"Venezuela ","VEN","VE",2001,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",292,12,9,16
"Escherichia coli",3,4,"Aminoglycosides",97,"Venezuela ","VEN","VE",2002,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",556,10,8,13
"Escherichia coli",3,4,"Aminoglycosides",97,"Venezuela ","VEN","VE",2003,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",449,10,7,13
"Escherichia coli",3,4,"Aminoglycosides",97,"Venezuela ","VEN","VE",2004,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",725,16,13,19
"Escherichia coli",3,4,"Aminoglycosides",97,"Venezuela ","VEN","VE",2005,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",577,17,14,20
"Escherichia coli",3,4,"Aminoglycosides",97,"Venezuela ","VEN","VE",2006,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",769,30,27,33
"Escherichia coli",3,4,"Aminoglycosides",97,"Venezuela ","VEN","VE",2007,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",760,26,23,29
"Escherichia coli",3,4,"Aminoglycosides",97,"Venezuela ","VEN","VE",2008,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",948,24,21,27
"Escherichia coli",3,4,"Aminoglycosides",97,"Venezuela ","VEN","VE",2009,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",456,23,19,27
"Escherichia coli",3,4,"Aminoglycosides",97,"Venezuela ","VEN","VE",2010,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",755,18,15,21
"Escherichia coli",3,4,"Aminoglycosides",97,"Venezuela ","VEN","VE",2011,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",711,23,20,26
"Escherichia coli",3,4,"Aminoglycosides",97,"Venezuela ","VEN","VE",2012,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",614,32,28,36
"Escherichia coli",3,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2000,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",118,71,62,79
"Escherichia coli",3,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2001,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",235,65,59,71
"Escherichia coli",3,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2002,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",517,68,64,72
"Escherichia coli",3,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2003,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",444,65,60,69
"Escherichia coli",3,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2004,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",648,69,65,72
"Escherichia coli",3,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2005,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",583,74,70,77
"Escherichia coli",3,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2006,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",715,79,76,82
"Escherichia coli",3,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2007,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",688,79,76,82
"Escherichia coli",3,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2008,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",912,78,75,81
"Escherichia coli",3,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2009,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",508,62,58,66
"Escherichia coli",3,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2010,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",739,74,71,77
"Escherichia coli",3,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2011,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",690,78,75,81
"Escherichia coli",3,2,"Aminopenicillins",97,"Venezuela ","VEN","VE",2012,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",598,78,75,81
"Escherichia coli",3,15,"Amoxicillin-clavulanate",97,"Venezuela ","VEN","VE",2000,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",187,46,39,53
"Escherichia coli",3,15,"Amoxicillin-clavulanate",97,"Venezuela ","VEN","VE",2001,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",214,42,36,49
"Escherichia coli",3,15,"Amoxicillin-clavulanate",97,"Venezuela ","VEN","VE",2002,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",233,40,34,46
"Escherichia coli",3,15,"Amoxicillin-clavulanate",97,"Venezuela ","VEN","VE",2003,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",192,47,40,54
"Escherichia coli",3,15,"Amoxicillin-clavulanate",97,"Venezuela ","VEN","VE",2004,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",413,41,36,46
"Escherichia coli",3,15,"Amoxicillin-clavulanate",97,"Venezuela ","VEN","VE",2005,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",401,50,45,55
"Escherichia coli",3,15,"Amoxicillin-clavulanate",97,"Venezuela ","VEN","VE",2006,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",456,50,45,55
"Escherichia coli",3,15,"Amoxicillin-clavulanate",97,"Venezuela ","VEN","VE",2007,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",626,51,47,55
"Escherichia coli",3,15,"Amoxicillin-clavulanate",97,"Venezuela ","VEN","VE",2008,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",784,48,45,51
"Escherichia coli",3,15,"Amoxicillin-clavulanate",97,"Venezuela ","VEN","VE",2009,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",177,56,49,63
"Escherichia coli",3,15,"Amoxicillin-clavulanate",97,"Venezuela ","VEN","VE",2010,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",278,45,39,51
"Escherichia coli",3,15,"Amoxicillin-clavulanate",97,"Venezuela ","VEN","VE",2011,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",130,58,49,66
"Escherichia coli",3,15,"Amoxicillin-clavulanate",97,"Venezuela ","VEN","VE",2012,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",122,65,56,73
"Escherichia coli",3,5,"Carbapenems",97,"Venezuela ","VEN","VE",2000,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",186,1,0,3
"Escherichia coli",3,5,"Carbapenems",97,"Venezuela ","VEN","VE",2001,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",331,0,0,1
"Escherichia coli",3,5,"Carbapenems",97,"Venezuela ","VEN","VE",2002,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",621,0,0,1
"Escherichia coli",3,5,"Carbapenems",97,"Venezuela ","VEN","VE",2003,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",580,1,0,2
"Escherichia coli",3,5,"Carbapenems",97,"Venezuela ","VEN","VE",2004,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",887,0,0,0
"Escherichia coli",3,5,"Carbapenems",97,"Venezuela ","VEN","VE",2005,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",806,0,0,0
"Escherichia coli",3,5,"Carbapenems",97,"Venezuela ","VEN","VE",2006,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",848,0,0,0
"Escherichia coli",3,5,"Carbapenems",97,"Venezuela ","VEN","VE",2007,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",944,0,0,0
"Escherichia coli",3,5,"Carbapenems",97,"Venezuela ","VEN","VE",2008,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",1035,1,1,2
"Escherichia coli",3,5,"Carbapenems",97,"Venezuela ","VEN","VE",2009,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",434,1,0,2
"Escherichia coli",3,5,"Carbapenems",97,"Venezuela ","VEN","VE",2010,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",761,2,1,3
"Escherichia coli",3,5,"Carbapenems",97,"Venezuela ","VEN","VE",2011,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",683,1,0,2
"Escherichia coli",3,5,"Carbapenems",97,"Venezuela ","VEN","VE",2012,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",603,3,2,5
"Escherichia coli",3,6,"Cephalosporins",97,"Venezuela ","VEN","VE",2000,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",231,23,18,29
"Escherichia coli",3,6,"Cephalosporins",97,"Venezuela ","VEN","VE",2001,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",309,22,18,27
"Escherichia coli",3,6,"Cephalosporins",97,"Venezuela ","VEN","VE",2002,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",568,16,13,19
"Escherichia coli",3,6,"Cephalosporins",97,"Venezuela ","VEN","VE",2003,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",546,15,12,18
"Escherichia coli",3,6,"Cephalosporins",97,"Venezuela ","VEN","VE",2004,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",775,12,10,14
"Escherichia coli",3,6,"Cephalosporins",97,"Venezuela ","VEN","VE",2005,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",702,17,14,20
"Escherichia coli",3,6,"Cephalosporins",97,"Venezuela ","VEN","VE",2006,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",889,25,22,28
"Escherichia coli",3,6,"Cephalosporins",97,"Venezuela ","VEN","VE",2007,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",814,23,20,26
"Escherichia coli",3,6,"Cephalosporins",97,"Venezuela ","VEN","VE",2008,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",922,23,20,26
"Escherichia coli",3,6,"Cephalosporins",97,"Venezuela ","VEN","VE",2009,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",462,30,26,34
"Escherichia coli",3,6,"Cephalosporins",97,"Venezuela ","VEN","VE",2010,"Programa Venezolano de Vigilancia de la Resistencia a los Antimicrobianos (PROVENRA), Venezuela",805,24,21,27
